Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Date,Release_Date,Latitude,Longitude
OR264410.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,3_A,Australia: Victoria,Homo sapiens,2022-07-29,8/9/2023,-36.5986096,144.6780052
OR264411.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,41_A,Australia: Victoria,Homo sapiens,2022-08-31,8/9/2023,-36.5986096,144.6780052
OR264412.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_A,Australia: Victoria,Homo sapiens,2022-06-08,8/9/2023,-36.5986096,144.6780052
OR264413.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_B,Australia: Victoria,Homo sapiens,2022-06-22,8/9/2023,-36.5986096,144.6780052
OR264414.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_C,Australia: Victoria,Homo sapiens,2022-06-22,8/9/2023,-36.5986096,144.6780052
OR264415.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_F,Australia: Victoria,Homo sapiens,2022-06-22,8/9/2023,-36.5986096,144.6780052
OR264416.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_G,Australia: Victoria,Homo sapiens,2022-06-22,8/9/2023,-36.5986096,144.6780052
OR264417.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,43_A,Australia: Victoria,Homo sapiens,2022-06-22,8/9/2023,-36.5986096,144.6780052
OR264418.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,44_B,Australia: Victoria,Homo sapiens,2022-07-05,8/9/2023,-36.5986096,144.6780052
OR264419.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,44_C,Australia: Victoria,Homo sapiens,2022-07-10,8/9/2023,-36.5986096,144.6780052
OR264420.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,45_B,Australia: Victoria,Homo sapiens,2022-07-10,8/9/2023,-36.5986096,144.6780052
OR264421.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_A,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264422.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_B,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264423.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_C,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264424.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,47_A,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264425.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,48_B,Australia: Victoria,Homo sapiens,2022-08-31,8/9/2023,-36.5986096,144.6780052
OR264426.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,48_C,Australia: Victoria,Homo sapiens,2022-08-01,8/9/2023,-36.5986096,144.6780052
OR264427.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_A,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264428.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_B,Australia: Victoria,Homo sapiens,2022-08-31,8/9/2023,-36.5986096,144.6780052
OR264429.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_C,Australia: Victoria,Homo sapiens,2022-08-31,8/9/2023,-36.5986096,144.6780052
OR264430.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,51_B,Australia: Victoria,Homo sapiens,2022-09-05,8/9/2023,-36.5986096,144.6780052
OR264431.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,52_B,Australia: Victoria,Homo sapiens,2022-08-02,8/9/2023,-36.5986096,144.6780052
OR264432.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,52_C,Australia: Victoria,Homo sapiens,2022-08-03,8/9/2023,-36.5986096,144.6780052
OR264433.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,53_A,Australia: Victoria,Homo sapiens,2022-08-03,8/9/2023,-36.5986096,144.6780052
OR264434.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,53_B,Australia: Victoria,Homo sapiens,2022-08-05,8/9/2023,-36.5986096,144.6780052
OR264435.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,54_A,Australia: Victoria,Homo sapiens,2022-08-05,8/9/2023,-36.5986096,144.6780052
OR264436.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,55_A,Australia: Victoria,Homo sapiens,2022-08-09,8/9/2023,-36.5986096,144.6780052
OR264437.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_C,Australia: Victoria,Homo sapiens,2022-09-06,8/9/2023,-36.5986096,144.6780052
OR264438.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_D,Australia: Victoria,Homo sapiens,2022-09-06,8/9/2023,-36.5986096,144.6780052
OR264439.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_F,Australia: Victoria,Homo sapiens,2022-09-06,8/9/2023,-36.5986096,144.6780052
OR264440.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,59_A,Australia: Victoria,Homo sapiens,2022-08-17,8/9/2023,-36.5986096,144.6780052
OR264441.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,5_A,Australia: Victoria,Homo sapiens,2022-08-01,8/9/2023,-36.5986096,144.6780052
OR264442.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,60_A,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264443.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,60_D,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264444.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,61_A,Australia: Victoria,Homo sapiens,2022-08-19,8/9/2023,-36.5986096,144.6780052
OR264445.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,62_A,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264446.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_B,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264447.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_C,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264448.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_E,Australia: Victoria,Homo sapiens,2022-08-23,8/9/2023,-36.5986096,144.6780052
OR264449.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,64_B,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264450.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,65_B,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,65_D,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264452.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,66_C,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264453.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,66_D,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264454.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_B,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264455.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_D,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264456.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_E,Australia: Victoria,Homo sapiens,2022-08-25,8/9/2023,-36.5986096,144.6780052
OR264457.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,68_B,Australia: Victoria,Homo sapiens,2022-08-26,8/9/2023,-36.5986096,144.6780052
OR264458.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,68_C,Australia: Victoria,Homo sapiens,2022-08-26,8/9/2023,-36.5986096,144.6780052
OR264459.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,7_A,Australia: Victoria,Homo sapiens,2022-07-11,8/9/2023,-36.5986096,144.6780052
OR264460.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,7_B,Australia: Victoria,Homo sapiens,2022-07-11,8/9/2023,-36.5986096,144.6780052
OR264461.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,8_A,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264462.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,8_B,Australia: Victoria,Homo sapiens,2022-07-13,8/9/2023,-36.5986096,144.6780052
OR264463.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_A,Australia: Victoria,Homo sapiens,2022-08-19,8/9/2023,-36.5986096,144.6780052
OR264464.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_B,Australia: Victoria,Homo sapiens,2022-08-19,8/9/2023,-36.5986096,144.6780052
OR264465.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_C,Australia: Victoria,Homo sapiens,2022-08-19,8/9/2023,-36.5986096,144.6780052
OR381833.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0634/2023,Portugal,Homo sapiens,2023-07-03,8/7/2023,39.6621648,-8.1353519
OR381834.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0636/2023,Portugal,Homo sapiens,2023-06-29,8/7/2023,39.6621648,-8.1353519
OR381835.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0638/2023,Portugal,Homo sapiens,2023-06-27,8/7/2023,39.6621648,-8.1353519
OR381836.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0639/2023,Portugal,Homo sapiens,2023-06-27,8/7/2023,39.6621648,-8.1353519
OR381837.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0640/2023,Portugal,Homo sapiens,2023-06-27,8/7/2023,39.6621648,-8.1353519
OR381838.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0641/2023,Portugal,Homo sapiens,2023-07-04,8/7/2023,39.6621648,-8.1353519
OR381839.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0643/2023,Portugal,Homo sapiens,2023-07-04,8/7/2023,39.6621648,-8.1353519
OR381840.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0644/2023,Portugal,Homo sapiens,2023-07-07,8/7/2023,39.6621648,-8.1353519
OR381841.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0645/2023,Portugal,Homo sapiens,2023-07-07,8/7/2023,39.6621648,-8.1353519
OR381842.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0646/2023,Portugal,Homo sapiens,2023-07-07,8/7/2023,39.6621648,-8.1353519
OR381843.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0649/2023,Portugal,Homo sapiens,2023-07-10,8/7/2023,39.6621648,-8.1353519
OR381844.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0650/2023,Portugal,Homo sapiens,2023-07-18,8/7/2023,39.6621648,-8.1353519
OR350451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV22/human/USA-NE-98,USA: Nebraska,Homo sapiens,2022-08-01,8/1/2023,41.7370229,-99.5873816
OR350452.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPXV22/human/USA-NE-166,USA: Nebraska,Homo sapiens,2022-08-15,8/1/2023,41.7370229,-99.5873816
OR353536.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0026,USA: MN,Homo sapiens,2022-07-26,8/1/2023,45.9896587,-94.6113288
OR353537.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0027,USA: MN,Homo sapiens,2022-08-05,8/1/2023,45.9896587,-94.6113288
OR353538.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0028,USA: MN,Homo sapiens,2022-07-26,8/1/2023,45.9896587,-94.6113288
OR353539.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0029,USA: MN,Homo sapiens,2022-08-01,8/1/2023,45.9896587,-94.6113288
OR353540.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MN-MDH-MPXV_0030,USA: MN,Homo sapiens,2022-08-04,8/1/2023,45.9896587,-94.6113288
OR353541.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0031,USA: MN,Homo sapiens,2022-07-28,8/1/2023,45.9896587,-94.6113288
OR353542.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0032,USA: MN,Homo sapiens,2022-07-25,8/1/2023,45.9896587,-94.6113288
OR353543.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MN-MDH-MPXV_0033,USA: MN,Homo sapiens,2022-08-02,8/1/2023,45.9896587,-94.6113288
OR353544.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0034,USA: MN,Homo sapiens,2022-08-05,8/1/2023,45.9896587,-94.6113288
OR353545.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0035,USA: MN,Homo sapiens,2022-07-30,8/1/2023,45.9896587,-94.6113288
OR353546.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0036,USA: MN,Homo sapiens,2022-08-02,8/1/2023,45.9896587,-94.6113288
OR353547.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0037,USA: MN,Homo sapiens,2022-08-03,8/1/2023,45.9896587,-94.6113288
OR353548.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0038,USA: MN,Homo sapiens,2022-08-08,8/1/2023,45.9896587,-94.6113288
OR353549.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0039,USA: MN,Homo sapiens,2022-07-27,8/1/2023,45.9896587,-94.6113288
OR353550.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0040,USA: MN,Homo sapiens,2022-08-02,8/1/2023,45.9896587,-94.6113288
OR353551.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0041,USA: MN,Homo sapiens,2022-08-05,8/1/2023,45.9896587,-94.6113288
OR353552.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0042,USA: MN,Homo sapiens,2022-08-01,8/1/2023,45.9896587,-94.6113288
OR353553.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0043,USA: MN,Homo sapiens,2022-08-02,8/1/2023,45.9896587,-94.6113288
OR353554.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0044,USA: MN,Homo sapiens,2022-08-25,8/1/2023,45.9896587,-94.6113288
OR353555.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0045,USA: MN,Homo sapiens,2022-08-24,8/1/2023,45.9896587,-94.6113288
OR353556.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0046,USA: MN,Homo sapiens,2022-08-24,8/1/2023,45.9896587,-94.6113288
OR353557.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0047,USA: MN,Homo sapiens,2022-08-24,8/1/2023,45.9896587,-94.6113288
OR353558.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0048,USA: MN,Homo sapiens,2022-08-18,8/1/2023,45.9896587,-94.6113288
OR353559.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0049,USA: MN,Homo sapiens,2022-08-18,8/1/2023,45.9896587,-94.6113288
OR353560.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0050,USA: MN,Homo sapiens,2022-08-23,8/1/2023,45.9896587,-94.6113288
OR353561.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0051,USA: MN,Homo sapiens,2022-08-16,8/1/2023,45.9896587,-94.6113288
OR353562.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0052,USA: MN,Homo sapiens,2022-08-16,8/1/2023,45.9896587,-94.6113288
OR353563.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0053,USA: MN,Homo sapiens,2022-08-15,8/1/2023,45.9896587,-94.6113288
OR353564.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0054,USA: MN,Homo sapiens,2022-08-12,8/1/2023,45.9896587,-94.6113288
OR353565.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0055,USA: MN,Homo sapiens,2022-08-12,8/1/2023,45.9896587,-94.6113288
OR353566.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0056,USA: MN,Homo sapiens,2022-08-12,8/1/2023,45.9896587,-94.6113288
OR353567.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0057,USA: MN,Homo sapiens,2022-08-10,8/1/2023,45.9896587,-94.6113288
OR353568.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0058,USA: MN,Homo sapiens,2022-08-10,8/1/2023,45.9896587,-94.6113288
OR353569.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0059,USA: MN,Homo sapiens,2022-08-10,8/1/2023,45.9896587,-94.6113288
OR353570.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MN-MDH-MPXV_0060,USA: MN,Homo sapiens,2022-08-11,8/1/2023,45.9896587,-94.6113288
OR353571.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0061,USA: MN,Homo sapiens,2022-08-09,8/1/2023,45.9896587,-94.6113288
OR353572.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0062,USA: MN,Homo sapiens,2022-08-08,8/1/2023,45.9896587,-94.6113288
OR353573.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0063,USA: MN,Homo sapiens,2022-08-29,8/1/2023,45.9896587,-94.6113288
OR353574.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0064,USA: MN,Homo sapiens,2022-08-30,8/1/2023,45.9896587,-94.6113288
OR353575.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0065,USA: MN,Homo sapiens,2022-08-30,8/1/2023,45.9896587,-94.6113288
OR353576.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0066,USA: MN,Homo sapiens,2022-08-31,8/1/2023,45.9896587,-94.6113288
OR353577.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0067,USA: MN,Homo sapiens,2022-09-01,8/1/2023,45.9896587,-94.6113288
OR353578.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0068,USA: MN,Homo sapiens,2022-08-31,8/1/2023,45.9896587,-94.6113288
OR353579.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0069,USA: MN,Homo sapiens,2022-09-02,8/1/2023,45.9896587,-94.6113288
OR353580.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0070,USA: MN,Homo sapiens,2022-09-07,8/1/2023,45.9896587,-94.6113288
OR353581.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0071,USA: MN,Homo sapiens,2022-09-07,8/1/2023,45.9896587,-94.6113288
OR353582.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0072,USA: MN,Homo sapiens,2022-09-07,8/1/2023,45.9896587,-94.6113288
OR353583.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0073,USA: MN,Homo sapiens,2022-09-07,8/1/2023,45.9896587,-94.6113288
OR353584.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0074,USA: MN,Homo sapiens,2022-09-15,8/1/2023,45.9896587,-94.6113288
OR353585.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0075,USA: MN,Homo sapiens,2022-09-14,8/1/2023,45.9896587,-94.6113288
OR353586.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0076,USA: MN,Homo sapiens,2022-09-19,8/1/2023,45.9896587,-94.6113288
OR353587.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0077,USA: MN,Homo sapiens,2022-09-12,8/1/2023,45.9896587,-94.6113288
OR353588.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MN-MDH-MPXV_0078,USA: MN,Homo sapiens,2022-09-19,8/1/2023,45.9896587,-94.6113288
OR353589.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0079,USA: MN,Homo sapiens,2022-09-12,8/1/2023,45.9896587,-94.6113288
OR353590.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MN-MDH-MPXV_0080,USA: MN,Homo sapiens,2023-06-05,8/1/2023,45.9896587,-94.6113288
OR353591.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MN-MDH-MPXV_0081,USA: MN,Homo sapiens,2023-06-07,8/1/2023,45.9896587,-94.6113288
OR326991.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0627/2023,Portugal,Homo sapiens,2023-06-15,7/26/2023,39.6621648,-8.1353519
OR326992.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0628/2023,Portugal,Homo sapiens,2023-06-16,7/26/2023,39.6621648,-8.1353519
OR326993.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0629/2023,Portugal,Homo sapiens,2023-06-20,7/26/2023,39.6621648,-8.1353519
OR326994.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0630/2023,Portugal,Homo sapiens,2023-06-22,7/26/2023,39.6621648,-8.1353519
OR326995.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0631/2023,Portugal,Homo sapiens,2023-06-22,7/26/2023,39.6621648,-8.1353519
OR326996.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0632/2023,Portugal,Homo sapiens,2023-06-25,7/26/2023,39.6621648,-8.1353519
OR326997.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0633/2023,Portugal,Homo sapiens,2023-06-25,7/26/2023,39.6621648,-8.1353519
OR257449.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0060/2023,"USA: IL, Chicago",Homo sapiens,2023-05-31,7/17/2023,41.8755616,-87.6244212
OR257450.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0068/2023,"USA: IL, Chicago",Homo sapiens,2023-06-14,7/17/2023,41.8755616,-87.6244212
OR257451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0061/2023,"USA: IL, Chicago",Homo sapiens,2023-05-31,7/17/2023,41.8755616,-87.6244212
OR126131.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,HRYC_MPXV001,Spain:Madrid,Homo sapiens,2022-09-21,7/11/2023,40.416782,-3.703507
OR126132.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,HRYC_MPXV002,Spain:Madrid,Homo sapiens,2023-03-23,7/11/2023,40.416782,-3.703507
OR178739.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/USA/CACDPH1MPX1000172/2023,USA,Homo sapiens,2023-01-12,7/3/2023,39.7837304,-100.445882
OR178740.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/USA/CACDPH1MPX1000191/2023,USA,Homo sapiens,2023-01-12,7/3/2023,39.7837304,-100.445882
OR178741.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/USA/CACDPH1MPX1000193/2023,USA,Homo sapiens,2023-02-14,7/3/2023,39.7837304,-100.445882
OR178742.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/USA/CACDPH1MPX1000194/2023,USA,Homo sapiens,2023-02-14,7/3/2023,39.7837304,-100.445882
OR160415.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0057/2023,"USA: IL, Chicago",Homo sapiens,2023-05-18,6/27/2023,41.8755616,-87.6244212
OR160416.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0058/2023,"USA: IL, Chicago",Homo sapiens,2023-05-17,6/27/2023,41.8755616,-87.6244212
OR160417.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0059/2023,"USA: IL, Chicago",Homo sapiens,2023-05-23,6/27/2023,41.8755616,-87.6244212
OR160418.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,hMpxV/USA/IL-RIPHL-MPXV-052-0034/2023,"USA: IL, Chicago",Homo sapiens,2023-05-10,6/27/2023,41.8755616,-87.6244212
OR160419.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-052-0038/2023,"USA: IL, Chicago",Homo sapiens,2023-05-11,6/27/2023,41.8755616,-87.6244212
