Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Collection_Date,Release_Date
OR449717.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/ON/RKI1003,Germany,Homo sapiens,2022-07,8/22/2023
OR449718.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1004,Germany,Homo sapiens,2022-07,8/22/2023
OR449719.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1017,Germany,Homo sapiens,2022-07,8/22/2023
OR449720.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1005,Germany,Homo sapiens,2022-07,8/22/2023
OR449721.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1006,Germany,Homo sapiens,2022-07,8/22/2023
OR449722.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1007,Germany,Homo sapiens,2022-07,8/22/2023
OR449723.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1008,Germany,Homo sapiens,2022-07,8/22/2023
OR449724.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1009,Germany,Homo sapiens,2022-07,8/22/2023
OR449725.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1010,Germany,Homo sapiens,2022-07,8/22/2023
OR449726.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1011,Germany,Homo sapiens,2022-07,8/22/2023
OR449727.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPXV/Germany/2022/ON/RKI1012,Germany,Homo sapiens,2022-07,8/22/2023
OR449728.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1013,Germany,Homo sapiens,2022-07,8/22/2023
OR449729.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1014,Germany,Homo sapiens,2022-07,8/22/2023
OR449730.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI1015,Germany,Homo sapiens,2022-07,8/22/2023
OR433614.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-094945/2022,USA: WA,Homo sapiens,2022-09,8/20/2023
OR433615.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-080214/2022,USA: WA,Homo sapiens,2022-08,8/20/2023
OR427332.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-093205/2022,USA: WA,Homo sapiens,2022-09,8/19/2023
OR427333.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-129402/2022,USA: WA,Homo sapiens,2022-12,8/19/2023
OR427334.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MpxV/human/USA/WA-UW-121247/2022,USA: WA,Homo sapiens,2022-12,8/19/2023
OR427335.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-043227/2023,USA: WA,Homo sapiens,2023-04,8/19/2023
OR427336.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-019613/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427337.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-013706/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427338.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-016201/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427339.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-014981/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427340.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-028603/2023,USA: WA,Homo sapiens,2023-02,8/19/2023
OR427341.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-039072/2023,USA: WA,Homo sapiens,2023-03,8/19/2023
OR427342.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-014057/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427343.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-038917/2023,USA: WA,Homo sapiens,2023-03,8/19/2023
OR427344.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-016675/2023,USA: WA,Homo sapiens,2023-01,8/19/2023
OR427345.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-036395/2023,USA: WA,Homo sapiens,2023-03,8/19/2023
OR427346.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-048416/2023,USA: WA,Homo sapiens,2023-04,8/19/2023
OR427347.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-025109/2023,USA: WA,Homo sapiens,2023-02,8/19/2023
OR427348.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MpxV/human/USA/WA-UW-066957/2023,USA: WA,Homo sapiens,2023-06,8/19/2023
OR264364.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,11_A,Australia: Victoria,Homo sapiens,8/1/2022,8/9/2023
OR264365.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.12,IIb,12_A,Australia: Victoria,Homo sapiens,7/18/2022,8/9/2023
OR264366.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,14_A,Australia: Victoria,Homo sapiens,8/16/2022,8/9/2023
OR264367.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,15_A,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264368.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,15_B,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264369.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,16_A,Australia: Victoria,Homo sapiens,8/8/2022,8/9/2023
OR264370.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,18_A,Australia: Victoria,Homo sapiens,7/11/2022,8/9/2023
OR264371.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,19_A,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264372.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,19_B,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264373.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,20_A,Australia: Victoria,Homo sapiens,8/8/2022,8/9/2023
OR264374.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,21_A,Australia: Victoria,Homo sapiens,8/8/2022,8/9/2023
OR264375.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,22_A,Australia: Victoria,Homo sapiens,8/10/2022,8/9/2023
OR264376.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,23_A,Australia: Victoria,Homo sapiens,8/18/2022,8/9/2023
OR264377.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,24_A,Australia: Victoria,Homo sapiens,8/4/2022,8/9/2023
OR264378.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_A,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264379.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_C,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264380.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_D,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264381.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,26_B,Australia: Victoria,Homo sapiens,7/19/2022,8/9/2023
OR264382.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,26_C,Australia: Victoria,Homo sapiens,7/19/2022,8/9/2023
OR264383.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_A,Australia: Victoria,Homo sapiens,8/14/2022,8/9/2023
OR264384.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_B,Australia: Victoria,Homo sapiens,8/14/2022,8/9/2023
OR264385.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_F,Australia: Victoria,Homo sapiens,8/14/2022,8/9/2023
OR264386.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_G,Australia: Victoria,Homo sapiens,8/16/2022,8/9/2023
OR264387.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,28_A,Australia: Victoria,Homo sapiens,6/23/2022,8/9/2023
OR264388.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_A,Australia: Victoria,Homo sapiens,8/18/2022,8/9/2023
OR264389.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_B,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264390.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_C,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264391.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,2_A,Australia: Victoria,Homo sapiens,8/10/2022,8/9/2023
OR264392.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,31_A,Australia: Victoria,Homo sapiens,8/10/2022,8/9/2023
OR264393.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_A,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264394.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_B,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264395.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_C,Australia: Victoria,Homo sapiens,8/24/2022,8/9/2023
OR264396.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,33_A,Australia: Victoria,Homo sapiens,9/7/2022,8/9/2023
OR264397.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,34_A,Australia: Victoria,Homo sapiens,8/16/2022,8/9/2023
OR264398.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,34_B,Australia: Victoria,Homo sapiens,6/30/2022,8/9/2023
OR264399.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,36_A,Australia: Victoria,Homo sapiens,6/30/2022,8/9/2023
OR264400.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,36_B,Australia: Victoria,Homo sapiens,8/15/2022,8/9/2023
OR264401.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,37_A,Australia: Victoria,Homo sapiens,8/16/2022,8/9/2023
OR264402.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,38_A,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264403.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_B,Australia: Victoria,Homo sapiens,8/30/2022,8/9/2023
OR264404.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_D,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264405.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_G,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264406.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_H,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264407.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_I,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264408.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_K,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264409.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_L,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264410.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,3_A,Australia: Victoria,Homo sapiens,7/29/2022,8/9/2023
OR264411.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,41_A,Australia: Victoria,Homo sapiens,8/31/2022,8/9/2023
OR264412.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_A,Australia: Victoria,Homo sapiens,6/8/2022,8/9/2023
OR264413.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_B,Australia: Victoria,Homo sapiens,6/22/2022,8/9/2023
OR264414.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_C,Australia: Victoria,Homo sapiens,6/22/2022,8/9/2023
OR264415.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_F,Australia: Victoria,Homo sapiens,6/22/2022,8/9/2023
OR264416.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,42_G,Australia: Victoria,Homo sapiens,6/22/2022,8/9/2023
OR264417.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,43_A,Australia: Victoria,Homo sapiens,6/22/2022,8/9/2023
OR264418.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,44_B,Australia: Victoria,Homo sapiens,7/5/2022,8/9/2023
OR264419.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,44_C,Australia: Victoria,Homo sapiens,7/10/2022,8/9/2023
OR264420.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,45_B,Australia: Victoria,Homo sapiens,7/10/2022,8/9/2023
OR264421.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_A,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264422.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_B,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264423.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,46_C,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264424.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,47_A,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264425.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,48_B,Australia: Victoria,Homo sapiens,8/31/2022,8/9/2023
OR264426.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,48_C,Australia: Victoria,Homo sapiens,8/1/2022,8/9/2023
OR264427.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_A,Australia: Victoria,Homo sapiens,5/19/2022,8/9/2023
OR264428.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_B,Australia: Victoria,Homo sapiens,8/31/2022,8/9/2023
OR264429.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,4_C,Australia: Victoria,Homo sapiens,8/31/2022,8/9/2023
OR264430.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,51_B,Australia: Victoria,Homo sapiens,9/5/2022,8/9/2023
OR264431.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,52_B,Australia: Victoria,Homo sapiens,8/2/2022,8/9/2023
OR264432.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,52_C,Australia: Victoria,Homo sapiens,8/3/2022,8/9/2023
OR264433.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,53_A,Australia: Victoria,Homo sapiens,8/3/2022,8/9/2023
OR264434.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,53_B,Australia: Victoria,Homo sapiens,8/5/2022,8/9/2023
OR264435.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,54_A,Australia: Victoria,Homo sapiens,8/5/2022,8/9/2023
OR264436.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,55_A,Australia: Victoria,Homo sapiens,8/9/2022,8/9/2023
OR264437.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_C,Australia: Victoria,Homo sapiens,9/6/2022,8/9/2023
OR264438.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_D,Australia: Victoria,Homo sapiens,9/6/2022,8/9/2023
OR264439.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,56_F,Australia: Victoria,Homo sapiens,9/6/2022,8/9/2023
OR264440.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,59_A,Australia: Victoria,Homo sapiens,8/17/2022,8/9/2023
OR264441.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,5_A,Australia: Victoria,Homo sapiens,8/1/2022,8/9/2023
OR264442.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,60_A,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264443.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,60_D,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264444.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,61_A,Australia: Victoria,Homo sapiens,8/19/2022,8/9/2023
OR264445.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,62_A,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264446.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_B,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264447.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_C,Australia: Victoria,Homo sapiens,8/22/2022,8/9/2023
OR264448.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,63_E,Australia: Victoria,Homo sapiens,8/23/2022,8/9/2023
OR264449.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,64_B,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264450.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,65_B,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,65_D,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264452.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,66_C,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264453.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,66_D,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264454.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_B,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264455.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_D,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264456.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,67_E,Australia: Victoria,Homo sapiens,8/25/2022,8/9/2023
OR264457.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,68_B,Australia: Victoria,Homo sapiens,8/26/2022,8/9/2023
OR264458.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,68_C,Australia: Victoria,Homo sapiens,8/26/2022,8/9/2023
OR264459.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,7_A,Australia: Victoria,Homo sapiens,7/11/2022,8/9/2023
OR264460.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,7_B,Australia: Victoria,Homo sapiens,7/11/2022,8/9/2023
OR264461.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,8_A,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264462.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,8_B,Australia: Victoria,Homo sapiens,7/13/2022,8/9/2023
OR264463.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_A,Australia: Victoria,Homo sapiens,8/19/2022,8/9/2023
OR264464.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_B,Australia: Victoria,Homo sapiens,8/19/2022,8/9/2023
OR264465.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,9_C,Australia: Victoria,Homo sapiens,8/19/2022,8/9/2023
OR381833.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0634/2023,Portugal,Homo sapiens,7/3/2023,8/7/2023
OR381834.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0636/2023,Portugal,Homo sapiens,6/29/2023,8/7/2023
OR381835.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0638/2023,Portugal,Homo sapiens,6/27/2023,8/7/2023
OR381836.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0639/2023,Portugal,Homo sapiens,6/27/2023,8/7/2023
OR381837.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0640/2023,Portugal,Homo sapiens,6/27/2023,8/7/2023
OR381838.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0641/2023,Portugal,Homo sapiens,7/4/2023,8/7/2023
OR381839.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0643/2023,Portugal,Homo sapiens,7/4/2023,8/7/2023
OR381840.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0644/2023,Portugal,Homo sapiens,7/7/2023,8/7/2023
OR381841.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0645/2023,Portugal,Homo sapiens,7/7/2023,8/7/2023
OR381842.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0646/2023,Portugal,Homo sapiens,7/7/2023,8/7/2023
OR381843.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,Monkeypox/PT0649/2023,Portugal,Homo sapiens,7/10/2023,8/7/2023
OR381844.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,Monkeypox/PT0650/2023,Portugal,Homo sapiens,7/18/2023,8/7/2023
OR350451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV22/human/USA-NE-98,USA: Nebraska,Homo sapiens,8/1/2022,8/1/2023
OR350452.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPXV22/human/USA-NE-166,USA: Nebraska,Homo sapiens,8/15/2022,8/1/2023
OR353536.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0026,USA: MN,Homo sapiens,7/26/2022,8/1/2023
OR353537.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0027,USA: MN,Homo sapiens,8/5/2022,8/1/2023
OR353538.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0028,USA: MN,Homo sapiens,7/26/2022,8/1/2023
OR353539.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0029,USA: MN,Homo sapiens,8/1/2022,8/1/2023
OR353540.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MN-MDH-MPXV_0030,USA: MN,Homo sapiens,8/4/2022,8/1/2023
OR353541.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0031,USA: MN,Homo sapiens,7/28/2022,8/1/2023
OR353542.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0032,USA: MN,Homo sapiens,7/25/2022,8/1/2023
OR353543.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MN-MDH-MPXV_0033,USA: MN,Homo sapiens,8/2/2022,8/1/2023
OR353544.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0034,USA: MN,Homo sapiens,8/5/2022,8/1/2023
OR353545.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0035,USA: MN,Homo sapiens,7/30/2022,8/1/2023
OR353546.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0036,USA: MN,Homo sapiens,8/2/2022,8/1/2023
OR353547.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0037,USA: MN,Homo sapiens,8/3/2022,8/1/2023
OR353548.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0038,USA: MN,Homo sapiens,8/8/2022,8/1/2023
OR353549.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0039,USA: MN,Homo sapiens,7/27/2022,8/1/2023
OR353550.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0040,USA: MN,Homo sapiens,8/2/2022,8/1/2023
OR353551.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0041,USA: MN,Homo sapiens,8/5/2022,8/1/2023
OR353552.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0042,USA: MN,Homo sapiens,8/1/2022,8/1/2023
OR353553.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0043,USA: MN,Homo sapiens,8/2/2022,8/1/2023
OR353554.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0044,USA: MN,Homo sapiens,8/25/2022,8/1/2023
OR353555.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0045,USA: MN,Homo sapiens,8/24/2022,8/1/2023
OR353556.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0046,USA: MN,Homo sapiens,8/24/2022,8/1/2023
OR353557.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0047,USA: MN,Homo sapiens,8/24/2022,8/1/2023
OR353558.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0048,USA: MN,Homo sapiens,8/18/2022,8/1/2023
OR353559.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0049,USA: MN,Homo sapiens,8/18/2022,8/1/2023
OR353560.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0050,USA: MN,Homo sapiens,8/23/2022,8/1/2023
OR353561.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0051,USA: MN,Homo sapiens,8/16/2022,8/1/2023
OR353562.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0052,USA: MN,Homo sapiens,8/16/2022,8/1/2023
